,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
25,R. Kannan S/O Rajan,IND,0,10th Pass,26,"Rs 57,000 ~ 57 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,0
26,Raghu P,Anna Democratic Human Rights Movement Party of India,1,5th Pass,43,"Rs 97,000 ~ 97 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,0
27,Rajankulakkada,Anna Democratic Human Rights Movement Party of India,0,10th Pass,48,"Rs 22,000 ~ 22 Thou+","Rs 5,00,000 ~ 5 Lacs+",PATHANAMTHITTA,Kerela2021,0
28,Rajendradas,BSP,0,10th Pass,65,"Rs 7,85,000 ~ 7 Lacs+","Rs 3,50,000 ~ 3 Lacs+",PATHANAMTHITTA,Kerela2021,0
29,Rinku Cherian,INC,2,Graduate Professional,46,"Rs 6,98,44,435 ~ 6 Crore+","Rs 54,51,035 ~ 54 Lacs+",PATHANAMTHITTA,Kerela2021,0
30,Robin Peter,INC,5,Graduate,50,"Rs 1,00,12,737 ~ 1 Crore+","Rs 18,69,917 ~ 18 Lacs+",PATHANAMTHITTA,Kerela2021,7
31,Santhi Omalloor,Anna Democratic Human Rights Movement Party of India,0,10th Pass,38,"Rs 50,000 ~ 50 Thou+","Rs 82,000 ~ 82 Thou+",PATHANAMTHITTA,Kerela2021,0
32,Saranyaraj,SUCI(C),0,Graduate,31,"Rs 1,77,620 ~ 1 Lacs+","Rs 92,467 ~ 92 Thou+",PATHANAMTHITTA,Kerela2021,7
33,Sivadasan Nair S/O Raghavan Nair,IND,0,10th Pass,63,"Rs 85,40,864 ~ 85 Lacs+","Rs 8,31,003 ~ 8 Lacs+",PATHANAMTHITTA,Kerela2021,0
34,Suku Balan,Ambedkarite Party of India,0,5th Pass,58,"Rs 10,64,500 ~ 10 Lacs+","Rs 1,00,000 ~ 1 Lacs+",PATHANAMTHITTA,Kerela2021,0
35,Surendran Kottoorathil,IND,0,8th Pass,59,"Rs 1,36,54,150 ~ 1 Crore+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,0
36,Veena George,CPI(M),0,Post Graduate,44,"Rs 2,17,17,808 ~ 2 Crore+","Rs 1,08,62,823 ~ 1 Crore+",PATHANAMTHITTA,Kerela2021,0
37,Vinod Kumar,Democratic Social Justice Party,0,Others,47,"Rs 1,48,86,300 ~ 1 Crore+","Rs 45,00,000 ~ 45 Lacs+",PATHANAMTHITTA,Kerela2021,0
38,Vipin Kanikonathu,BSP,0,10th Pass,30,"Rs 72,500 ~ 72 Thou+","Rs 32,000 ~ 32 Thou+",PATHANAMTHITTA,Kerela2021,0
0,Adv. Brm Shafeer,INC,0,Graduate Professional,40,"Rs 34,14,028 ~ 34 Lacs+","Rs 46,67,500 ~ 46 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
1,A .Saboora,SUCI(C),0,12th Pass,42,"Rs 78,349 ~ 78 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
2,A.Shyju,SUCI(C),0,12th Pass,36,"Rs 2,98,660 ~ 2 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
3,Abhilash Vadakkan,IND,0,10th Pass,38,"Rs 17,33,415 ~ 17 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
4,Adv. A Sreedharan,Revolutionary Socialist Party,0,Post Graduate,69,"Rs 53,27,139 ~ 53 Lacs+","Rs 2,27,847 ~ 2 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
5,Adv. D. K. Murali,CPI(M),4,Graduate Professional,59,"Rs 1,77,62,013 ~ 1 Crore+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
6,Adv. G. R. Anil,CPI,3,Graduate Professional,58,"Rs 1,28,32,849 ~ 1 Crore+","Rs 11,02,196 ~ 11 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
7,Adv. G. Steephen,CPI(M),0,Graduate Professional,51,"Rs 37,28,543 ~ 37 Lacs+","Rs 5,51,511 ~ 5 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
8,Adv. J. R. Padmakumar,BJP,3,Graduate Professional,59,"Rs 3,68,02,595 ~ 3 Crore+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
9,Adv. M. Vincent,INC,8,Graduate Professional,53,"Rs 21,45,924 ~ 21 Lacs+","Rs 39,84,810 ~ 39 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
10,Adv. P Sudheer,BJP,7,Graduate Professional,39,"Rs 4,35,272 ~ 4 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
11,Adv. Sen A. G.,IND,0,Graduate Professional,48,"Rs 1,03,45,000 ~ 1 Crore+","Rs 10,00,000 ~ 10 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
12,Adv. V Joy,CPI(M),1,Graduate Professional,55,"Rs 59,74,083 ~ 59 Lacs+","Rs 14,00,000 ~ 14 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
13,Adv.Antony Raju,Janadhipathiya Kerala Congress,1,Graduate Professional,66,"Rs 3,25,54,666 ~ 3 Crore+","Rs 29,85,000 ~ 29 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
14,Adv.V.K.Prasanth,CPI(M),6,Graduate Professional,39,"Rs 87,28,325 ~ 87 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
15,Adv.V.V.Rajesh,BJP,7,Graduate Professional,45,"Rs 1,02,27,708 ~ 1 Crore+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
16,Adv.Veena.S.Nair,INC,18,Post Graduate,31,"Rs 1,09,05,242 ~ 1 Crore+","Rs 13,89,312 ~ 13 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
17,Advocate G. Anil Kumar,Welfare Party Of India,0,Graduate Professional,52,"Rs 6,48,666 ~ 6 Lacs+","Rs 1,86,000 ~ 1 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
18,Ajil R.A.,IND,0,12th Pass,25,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
19,Ajmal Ismail,SDPI,2,Graduate Professional,38,"Rs 23,35,758 ~ 23 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
20,Ambili,IND,0,10th Pass,46,"Rs 7,10,000 ~ 7 Lacs+","Rs 1,50,000 ~ 1 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
21,An Sajitha Ressal.R.K,INC,3,Graduate Professional,53,"Rs 1,77,20,000 ~ 1 Crore+","Rs 1,05,00,000 ~ 1 Crore+",THIRUVANANTHAPURAM,Kerela2021,0
22,Anad Jayan,INC,14,10th Pass,57,"Rs 1,25,14,010 ~ 1 Crore+","Rs 27,85,000 ~ 27 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
23,Anil Mangalapuram,BSP,0,10th Pass,50,"Rs 8,39,700 ~ 8 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
24,Anilkumar P,Democratic Human Rights Movement Party,0,10th Pass,27,"Rs 44,000 ~ 44 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
25,Anoop Gangan,IND,0,Graduate,25,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
26,Antony Raju S/O Raju,IND,0,12th Pass,38,"Rs 5,04,400 ~ 5 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
27,Anu M.C,BSP,0,Graduate,25,"Rs 3,73,455 ~ 3 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
28,Arampally Vijayaraj,IND,0,10th Pass,41,"Rs 7,96,000 ~ 7 Lacs+","Rs 4,01,000 ~ 4 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
29,Asha Prakash,Anna Democratic Human Rights Movement Party of India,0,8th Pass,29,"Rs 4,71,000 ~ 4 Lacs+","Rs 70,000 ~ 70 Thou+",THIRUVANANTHAPURAM,Kerela2021,0
30,Ashanath G. S,BJP,2,Graduate,32,"Rs 7,03,384 ~ 7 Lacs+","Rs 2,50,000 ~ 2 Lacs+",THIRUVANANTHAPURAM,Kerela2021,7
31,Ashokan T. Vamanapuram,Ambedkarite Party of India,0,10th Pass,38,"Rs 6,58,200 ~ 6 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
32,Attukal Aji,IND,0,10th Pass,51,"Rs 70,63,000 ~ 70 Lacs+","Rs 8,00,000 ~ 8 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
33,Balachandran Valkannadi,IND,0,Literate,53,"Rs 86,000 ~ 86 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,2
34,Bharathanoor Maniraj,IND,0,8th Pass,43,"Rs 2,55,000 ~ 2 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
35,Bipin Pallipuram,BSP,0,Graduate,33,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
36,C. Sivankutty,BJP,1,Graduate,58,"Rs 51,58,025 ~ 51 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
37,C.K.Hareendran,CPI(M),3,12th Pass,64,"Rs 27,36,592 ~ 27 Lacs+","Rs 26,61,487 ~ 26 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
38,Chala Mohanan D,IND,0,12th Pass,54,"Rs 15,27,000 ~ 15 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
39,Chenkal. S. Rajasekharan Nair,BJP,0,10th Pass,65,"Rs 64,22,34,872 ~ 64 Crore+","Rs 1,10,30,184 ~ 1 Crore+",THIRUVANANTHAPURAM,Kerela2021,0
40,D.Vijayan,BSP,1,Post Graduate,58,"Rs 36,63,000 ~ 36 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
41,Dr. S. S. Lal,INC,0,Doctorate,58,"Rs 10,22,29,337 ~ 10 Crore+","Rs 4,94,36,598 ~ 4 Crore+",THIRUVANANTHAPURAM,Kerela2021,10
42,Ebinu. S,IND,0,10th Pass,35,"Rs 25,30,000 ~ 25 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
43,Hari Vellanadu,IND,0,12th Pass,26,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
44,Irshad Kanyakulangara,SDPI,1,Graduate,35,"Rs 4,88,000 ~ 4 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
45,J.R.Jayakumar,BSP,0,10th Pass,60,"Rs 6,36,000 ~ 6 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
46,Jain Wilson,IND,0,Graduate,61,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
47,K. Ansalan,CPI(M),3,12th Pass,55,"Rs 52,18,752 ~ 52 Lacs+","Rs 17,67,000 ~ 17 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
48,K. S. Sabarinadhan,INC,21,Graduate Professional,37,"Rs 2,37,64,841 ~ 2 Crore+","Rs 63,62,031 ~ 63 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
49,Kadakampally Surendran,CPI(M),13,Graduate,68,"Rs 1,31,67,394 ~ 1 Crore+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
50,Kanchampazhinji Sasikumar,BSP,1,8th Pass,58,"Rs 95,000 ~ 95 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
51,Kandala Suresh,BSP,4,8th Pass,40,"Rs 2,13,800 ~ 2 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
52,Karamana Jayan,BJP,9,12th Pass,56,"Rs 62,97,625 ~ 62 Lacs+","Rs 15,00,000 ~ 15 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
53,Kochumani,BSP,0,12th Pass,52,"Rs 7,90,000 ~ 7 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
54,Krishnakumar G,BJP,0,Graduate,53,"Rs 2,85,04,246 ~ 2 Crore+","Rs 48,52,762 ~ 48 Lacs+",THIRUVANANTHAPURAM,Kerela2021,7
55,Krishnakumar T .S S/O Sankarankutty,IND,0,Graduate,53,"Rs 82,000 ~ 82 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
56,Krishnankutty. M,BSP,0,10th Pass,40,"Rs 2,83,000 ~ 2 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
57,Kummanam Rajasekharan,BJP,4,Graduate,68,"Rs 10,52,584 ~ 10 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,7
58,L Sathyan Nadar,IND,0,10th Pass,48,"Rs 55,03,750 ~ 55 Lacs+","Rs 7,00,000 ~ 7 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
59,Lalumon,IND,0,10th Pass,35,"Rs 2,47,000 ~ 2 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
60,Malayinkeezhu Venugopal,INC,5,12th Pass,51,"Rs 96,06,675 ~ 96 Lacs+","Rs 2,88,209 ~ 2 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
61,Muraleedharan Nair,IND,0,10th Pass,50,"Rs 1,53,000 ~ 1 Lacs+","Rs 12,00,000 ~ 12 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
62,N.Murali,BSP,0,Graduate Professional,60,"Rs 1,12,94,100 ~ 1 Crore+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
63,Navas C. M.,IND,1,8th Pass,42,"Rs 40,23,500 ~ 40 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
64,Neelalohithadasan Nadar,JD(S),3,Doctorate,73,"Rs 2,17,48,075 ~ 2 Crore+","Rs 20,24,244 ~ 20 Lacs+",THIRUVANANTHAPURAM,Kerela2021,10
65,O S Ambika,CPI(M),0,10th Pass,54,"Rs 1,14,91,296 ~ 1 Crore+","Rs 3,00,000 ~ 3 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
66,P. S. Prasanth,INC,1,Graduate Professional,43,"Rs 29,63,414 ~ 29 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
67,P.K Krishnadas,BJP,0,10th Pass,57,"Rs 75,33,124 ~ 75 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
68,Prasanth. C S/O Chandran. K,IND,0,10th Pass,33,"Rs 39,500 ~ 39 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
69,Premakumar. T. R,BSP,0,12th Pass,46,"Rs 2,31,539 ~ 2 Lacs+","Rs 52,000 ~ 52 Thou+",THIRUVANANTHAPURAM,Kerela2021,0
70,Prince,IND,0,10th Pass,39,"Rs 34,13,466 ~ 34 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
71,Prince V.S.,IND,0,10th Pass,25,"Rs 12,46,000 ~ 12 Lacs+","Rs 7,50,000 ~ 7 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
72,R. Murali,IND,0,5th Pass,63,"Rs 15,55,635 ~ 15 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
73,Rajasekharan,IND,0,10th Pass,74,"Rs 10,48,816 ~ 10 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
74,Raju Antony,IND,6,10th Pass,65,"Rs 10,05,000 ~ 10 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
75,Santhosh T.,BSP,0,12th Pass,45,"Rs 8,02,000 ~ 8 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
76,Selvaraj. R,INC,5,Graduate,72,"Rs 18,68,869 ~ 18 Lacs+","Rs 4,43,417 ~ 4 Lacs+",THIRUVANANTHAPURAM,Kerela2021,7
77,Selvaraj.J.R,IND,0,10th Pass,42,"Rs 9,41,000 ~ 9 Lacs+","Rs 2,00,000 ~ 2 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
78,Shaju Paliyodu,IND,2,12th Pass,46,"Rs 53,15,000 ~ 53 Lacs+","Rs 37,61,000 ~ 37 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
79,Shefeer,IND,0,8th Pass,38,"Rs 1,37,300 ~ 1 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
80,Shine Raj.B,IND,0,Graduate,31,"Rs 7,06,500 ~ 7 Lacs+","Rs 6,50,000 ~ 6 Lacs+",THIRUVANANTHAPURAM,Kerela2021,7
81,Sivakumar. K S/O Kumara Swamy,IND,0,10th Pass,45,"Rs 1,58,000 ~ 1 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
82,Sobha Surendran,BJP,40,Graduate,46,"Rs 61,11,709 ~ 61 Lacs+","Rs 6,79,000 ~ 6 Lacs+",THIRUVANANTHAPURAM,Kerela2021,7
83,Sreekala Nadar,IND,0,10th Pass,47,"Rs 89,72,000 ~ 89 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
84,Syamlal,IND,0,12th Pass,38,"Rs 4,90,267 ~ 4 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
85,Syriac Damian V. P,IND,0,Others,57,"Rs 9,47,663 ~ 9 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
86,Thathankodu Kannan,IND,0,10th Pass,42,"Rs 7,00,000 ~ 7 Lacs+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
87,Thazhava Sahadevan,Bharath Dharma Jana Sena,1,12th Pass,66,"Rs 53,37,735 ~ 53 Lacs+","Rs 4,00,000 ~ 4 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
88,V S Sivakumar,INC,11,Graduate Professional,60,"Rs 2,28,70,740 ~ 2 Crore+","Rs 30,22,837 ~ 30 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
89,V. Sasi,CPI,1,Graduate Professional,70,"Rs 61,55,120 ~ 61 Lacs+","Rs 10,27,452 ~ 10 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
90,V. Sasikumaran Nair,IND,0,Graduate,72,"Rs 3,13,53,026 ~ 3 Crore+","Rs 3,82,000 ~ 3 Lacs+",THIRUVANANTHAPURAM,Kerela2021,7
91,Venganoor Asokan,IND,0,10th Pass,63,"Rs 3,353 ~ 3 Thou+",Rs 0 ~,THIRUVANANTHAPURAM,Kerela2021,0
92,Vipinlal Vidhyadharan,BSP,1,Post Graduate,32,"Rs 12,76,997 ~ 12 Lacs+","Rs 9,81,667 ~ 9 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
93,Vishnupuram Chandrasekharan,BJP,10,10th Pass,58,"Rs 31,59,600 ~ 31 Lacs+","Rs 1,85,000 ~ 1 Lacs+",THIRUVANANTHAPURAM,Kerela2021,0
0,A. Nagesh (Parameswaran.A),BJP,13,10th Pass,52,"Rs 69,08,691 ~ 69 Lacs+","Rs 33,71,583 ~ 33 Lacs+",THRISSUR,Kerela2021,0
1,A.C.Moideen,CPI(M),1,8th Pass,64,"Rs 1,65,17,392 ~ 1 Crore+",Rs 0 ~,THRISSUR,Kerela2021,0
2,A.K.Moidheenkutty,IND,0,5th Pass,51,"Rs 1,89,000 ~ 1 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
3,Abhayan.N.A,BSP,0,12th Pass,43,"Rs 20,48,500 ~ 20 Lacs+","Rs 2,80,000 ~ 2 Lacs+",THRISSUR,Kerela2021,0
4,Adv. B Gopalakrishnan,BJP,12,Graduate Professional,59,"Rs 4,39,77,042 ~ 4 Crore+","Rs 50,44,555 ~ 50 Lacs+",THRISSUR,Kerela2021,0
5,Adv. K.K.Aneeshkumar,BJP,7,Post Graduate,42,"Rs 68,40,528 ~ 68 Lacs+","Rs 3,50,000 ~ 3 Lacs+",THRISSUR,Kerela2021,0
6,Adv. Sunil Laloor,INC,20,Graduate Professional,40,"Rs 79,93,000 ~ 79 Lacs+","Rs 55,37,709 ~ 55 Lacs+",THRISSUR,Kerela2021,0
7,Adv. V. R. Sunilkumar,CPI,0,Graduate Professional,52,"Rs 2,42,75,312 ~ 2 Crore+","Rs 1,42,900 ~ 1 Lacs+",THRISSUR,Kerela2021,0
8,Adv.K N A Khader,IUML,1,Graduate Professional,71,"Rs 1,79,54,892 ~ 1 Crore+",Rs 0 ~,THRISSUR,Kerela2021,0
9,Ajith Menon Ponnemkattil,IND,1,Graduate,52,"Rs 10,00,000 ~ 10 Lacs+","Rs 4,00,000 ~ 4 Lacs+",THRISSUR,Kerela2021,7
10,Anil Akkara,INC,10,12th Pass,48,"Rs 1,37,97,849 ~ 1 Crore+","Rs 42,11,873 ~ 42 Lacs+",THRISSUR,Kerela2021,0
11,Antony,IND,0,10th Pass,56,"Rs 1,06,000 ~ 1 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
12,Asharaf Vadakkoot,SDPI,5,10th Pass,50,"Rs 20,81,500 ~ 20 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
13,Benny Kodiyatil,IND,6,10th Pass,49,"Rs 3,10,900 ~ 3 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
14,Bindu W/O Ramachandran,IND,0,8th Pass,49,"Rs 11,71,000 ~ 11 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
15,Bindu W/O Shivadasan,IND,0,5th Pass,46,"Rs 32,00,000 ~ 32 Lacs+","Rs 1,50,000 ~ 1 Lacs+",THRISSUR,Kerela2021,0
16,C C Mukundhan,CPI,0,8th Pass,62,"Rs 16,02,366 ~ 16 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
17,C C Sreekumar,INC,4,Graduate Professional,49,"Rs 15,27,029 ~ 15 Lacs+","Rs 33,50,000 ~ 33 Lacs+",THRISSUR,Kerela2021,0
18,C D Sreelal,Bharath Dharma Jana Sena,0,10th Pass,53,"Rs 31,17,935 ~ 31 Lacs+","Rs 76,19,915 ~ 76 Lacs+",THRISSUR,Kerela2021,0
19,C S Jitheshkumar,IND,2,Graduate,37,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,THRISSUR,Kerela2021,7
20,Chandran Thiyyath,SDPI,1,10th Pass,50,"Rs 2,01,000 ~ 2 Lacs+","Rs 1,00,000 ~ 1 Lacs+",THRISSUR,Kerela2021,0
21,Cheriya,IND,0,Literate,53,"Rs 36,50,000 ~ 36 Lacs+","Rs 15,000 ~ 15 Thou+",THRISSUR,Kerela2021,2
22,Dennies K Antony,Kerala Congress (M),1,10th Pass,49,"Rs 59,82,497 ~ 59 Lacs+","Rs 36,76,513 ~ 36 Lacs+",THRISSUR,Kerela2021,0
23,Dharmajan P K,SUCI(C),0,Others,34,"Rs 4,229 ~ 4 Thou+",Rs 0 ~,THRISSUR,Kerela2021,0
24,Dileep Nair,Democratic Social Justice Party,0,Graduate,53,"Rs 12,67,000 ~ 12 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,7
25,E T Taison Master,CPI,0,Others,56,"Rs 1,01,60,235 ~ 1 Crore+",Rs 0 ~,THRISSUR,Kerela2021,0
26,Faisal,SDPI,1,10th Pass,37,"Rs 2,00,300 ~ 2 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
27,Haji Aboobaker Kundukadan,IND,0,8th Pass,71,"Rs 85,57,500 ~ 85 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
28,Jacob Thomas,BJP,3,Doctorate,60,"Rs 42,10,71,704 ~ 42 Crore+","Rs 53,36,177 ~ 53 Lacs+",THRISSUR,Kerela2021,10
29,James Panadan,IND,1,12th Pass,59,"Rs 13,01,000 ~ 13 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
30,Jose Valloor,INC,10,Graduate,56,"Rs 1,17,52,420 ~ 1 Crore+","Rs 11,33,991 ~ 11 Lacs+",THRISSUR,Kerela2021,7
31,Joshy,IND,0,10th Pass,47,"Rs 27,12,000 ~ 27 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
32,Joshy Vattoly,IND,1,12th Pass,43,"Rs 52,41,648 ~ 52 Lacs+","Rs 7,00,000 ~ 7 Lacs+",THRISSUR,Kerela2021,0
33,K K George Kakkassery,IND,3,10th Pass,48,"Rs 16,20,000 ~ 16 Lacs+","Rs 12,50,975 ~ 12 Lacs+",THRISSUR,Kerela2021,0
34,K Radhakrishnan,CPI(M),1,Graduate,57,"Rs 34,97,780 ~ 34 Lacs+","Rs 4,91,392 ~ 4 Lacs+",THRISSUR,Kerela2021,7
35,K Rajan,CPI,0,Graduate Professional,47,"Rs 99,02,271 ~ 99 Lacs+","Rs 11,71,623 ~ 11 Lacs+",THRISSUR,Kerela2021,0
36,K.Jayasankar,INC,3,Graduate,47,"Rs 1,11,47,510 ~ 1 Crore+","Rs 27,09,554 ~ 27 Lacs+",THRISSUR,Kerela2021,7
37,K.K. Ramachandran,CPI(M),4,10th Pass,53,"Rs 59,82,989 ~ 59 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
38,Lojanan Ambatt,BJP,1,12th Pass,39,"Rs 11,80,844 ~ 11 Lacs+","Rs 3,40,000 ~ 3 Lacs+",THRISSUR,Kerela2021,0
39,M K Aslam,Welfare Party Of India,2,10th Pass,53,"Rs 24,34,486 ~ 24 Lacs+","Rs 3,58,189 ~ 3 Lacs+",THRISSUR,Kerela2021,0
40,M K Devarajan,IND,2,Graduate,66,"Rs 57,32,000 ~ 57 Lacs+","Rs 1,00,000 ~ 1 Lacs+",THRISSUR,Kerela2021,7
41,M K Shameer,SDPI,2,10th Pass,49,"Rs 14,30,850 ~ 14 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
42,M S Asokan,BSP,0,8th Pass,52,"Rs 13,98,424 ~ 13 Lacs+","Rs 9,69,000 ~ 9 Lacs+",THRISSUR,Kerela2021,0
43,M. P. Jackson,INC,0,12th Pass,68,"Rs 36,93,64,630 ~ 36 Crore+","Rs 39,35,815 ~ 39 Lacs+",THRISSUR,Kerela2021,0
44,M.Kumar,SUCI(C),0,10th Pass,62,"Rs 48,60,054 ~ 48 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
45,Moideen.K.M S/O Muhammed,IND,0,Literate,67,"Rs 17,25,000 ~ 17 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,2
46,Murali,CPI(M),0,Graduate,70,"Rs 36,22,805 ~ 36 Lacs+","Rs 7,25,300 ~ 7 Lacs+",THRISSUR,Kerela2021,7
47,N.K.Akbar,CPI(M),1,Graduate,51,"Rs 47,03,139 ~ 47 Lacs+","Rs 5,04,222 ~ 5 Lacs+",THRISSUR,Kerela2021,7
48,O. M. Sreeja,SUCI(C),0,10th Pass,36,"Rs 31,32,530 ~ 31 Lacs+","Rs 1,46,000 ~ 1 Lacs+",THRISSUR,Kerela2021,0
49,P Balachandran,CPI,14,Post Graduate,57,"Rs 63,92,811 ~ 63 Lacs+","Rs 10,00,000 ~ 10 Lacs+",THRISSUR,Kerela2021,0
50,P K Subramanian,BSP,0,8th Pass,62,"Rs 2,45,550 ~ 2 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
51,P.C. Pushpakaran,BSP,0,12th Pass,53,"Rs 28,17,525 ~ 28 Lacs+","Rs 15,00,000 ~ 15 Lacs+",THRISSUR,Kerela2021,0
