,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
39,Firos Nellamkunnath,IND,0,10th Pass,37,"Rs 1,114 ~ 1 Thou+",Rs 0 ~,MALAPPURAM,Kerela2021,0
40,Firos Paruvingal,IND,0,10th Pass,35,"Rs 1,67,000 ~ 1 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
41,Firoz S/O Avarankutty,IND,0,10th Pass,40,"Rs 1,02,000 ~ 1 Lacs+","Rs 2,50,000 ~ 2 Lacs+",MALAPPURAM,Kerela2021,0
42,Firoz S/O Kunhumarakkar,IND,0,10th Pass,50,"Rs 4,84,400 ~ 4 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
43,Ganesh Vaderi,Welfare Party Of India,2,Post Graduate,49,"Rs 93,21,592 ~ 93 Lacs+","Rs 11,30,000 ~ 11 Lacs+",MALAPPURAM,Kerela2021,0
44,Hassan Chiyanoor,SDPI,1,12th Pass,30,"Rs 19,59,738 ~ 19 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
45,Jaleel S/O. Muhammad Kutty,IND,0,10th Pass,34,"Rs 4,30,000 ~ 4 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
46,K P A Majeed,IUML,0,10th Pass,71,"Rs 1,83,13,112 ~ 1 Crore+",Rs 0 ~,MALAPPURAM,Kerela2021,0
47,K P M Musthafa S/O Muhammedali Haji,IND,0,Graduate,53,"Rs 37,76,01,314 ~ 37 Crore+","Rs 20,59,50,000 ~ 20 Crore+",MALAPPURAM,Kerela2021,7
48,K Sadanandan,IND,0,8th Pass,69,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,MALAPPURAM,Kerela2021,0
49,K. Babu Mani,SDPI,0,10th Pass,54,"Rs 14,74,037 ~ 14 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
50,K.Narayanan Master,BJP,0,Others,56,"Rs 2,24,38,155 ~ 2 Crore+","Rs 37,19,620 ~ 37 Lacs+",MALAPPURAM,Kerela2021,0
51,K.T. Abdurahiman,IND,1,Others,60,"Rs 4,11,73,697 ~ 4 Crore+","Rs 25,00,000 ~ 25 Lacs+",MALAPPURAM,Kerela2021,0
52,Kalliyath Sathar Haji,BJP,1,10th Pass,68,"Rs 2,19,21,103 ~ 2 Crore+",Rs 0 ~,MALAPPURAM,Kerela2021,0
53,Kattuparuthy Sulaiman Haji,IND,0,8th Pass,56,"Rs 46,90,75,253 ~ 46 Crore+","Rs 2,71,45,095 ~ 2 Crore+",MALAPPURAM,Kerela2021,0
54,Keeran,BSP,0,10th Pass,50,"Rs 11,60,000 ~ 11 Lacs+","Rs 65,000 ~ 65 Thou+",MALAPPURAM,Kerela2021,0
55,Krishnan C,Welfare Party Of India,0,10th Pass,58,"Rs 16,81,207 ~ 16 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
56,Kunhi Mohamed Muthanikkad Bapputty,IND,0,Others,55,"Rs 87,50,000 ~ 87 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
57,M.Ali,IND,0,Literate,66,"Rs 54,11,200 ~ 54 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,2
58,Manjalamkuzhi Ali,IUML,2,12th Pass,68,"Rs 15,59,69,505 ~ 15 Crore+","Rs 2,65,85,511 ~ 2 Crore+",MALAPPURAM,Kerela2021,0
59,Midhuna P,CPI(M),0,Post Graduate,28,"Rs 8,39,528 ~ 8 Lacs+","Rs 2,05,000 ~ 2 Lacs+",MALAPPURAM,Kerela2021,0
60,Mohamed Kutty,IND,0,10th Pass,55,"Rs 39,72,600 ~ 39 Lacs+","Rs 1,62,000 ~ 1 Lacs+",MALAPPURAM,Kerela2021,0
61,Mohammed Firos Nurukkuprambil,IND,0,10th Pass,29,"Rs 3,82,100 ~ 3 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
62,Moideen Meenthrathakath,IND,0,8th Pass,63,"Rs 15,98,000 ~ 15 Lacs+","Rs 5,00,000 ~ 5 Lacs+",MALAPPURAM,Kerela2021,0
63,Moideen Valiyakath,IND,0,Literate,58,"Rs 10,91,700 ~ 10 Lacs+","Rs 70,000 ~ 70 Thou+",MALAPPURAM,Kerela2021,2
64,Moosa Jarathingal,Swaraj India,0,Graduate,52,"Rs 1,96,11,859 ~ 1 Crore+","Rs 66,90,000 ~ 66 Lacs+",MALAPPURAM,Kerela2021,7
65,Mueenudheen,BSP,0,12th Pass,38,"Rs 59,246 ~ 59 Thou+",Rs 0 ~,MALAPPURAM,Kerela2021,0
66,Muhammed Musthafa K P,IND,0,10th Pass,39,"Rs 16,80,620 ~ 16 Lacs+","Rs 2,56,000 ~ 2 Lacs+",MALAPPURAM,Kerela2021,0
67,Musthafa P K S/O Saidalavi,IND,0,5th Pass,53,"Rs 4,69,032 ~ 4 Lacs+","Rs 25,000 ~ 25 Thou+",MALAPPURAM,Kerela2021,0
68,Musthafa S/O Muhammed,IND,0,10th Pass,52,"Rs 30,35,712 ~ 30 Lacs+","Rs 5,50,000 ~ 5 Lacs+",MALAPPURAM,Kerela2021,0
69,N. A. Muhammed Kutty (Mammuty),NCP,1,Post Graduate,61,"Rs 21,47,92,686 ~ 21 Crore+","Rs 6,24,29,094 ~ 6 Crore+",MALAPPURAM,Kerela2021,0
70,Najeeb Kanthapuram,IUML,21,Graduate Professional,45,"Rs 1,91,36,090 ~ 1 Crore+",Rs 0 ~,MALAPPURAM,Kerela2021,0
71,Najeeb Kutteeri,IND,0,12th Pass,45,"Rs 14,57,000 ~ 14 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
72,Nazar Debona,CPI,0,8th Pass,60,"Rs 1,56,79,100 ~ 1 Crore+","Rs 19,00,360 ~ 19 Lacs+",MALAPPURAM,Kerela2021,0
73,Niyas,IND,0,12th Pass,35,"Rs 4,16,516 ~ 4 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
74,P Nandakumar,CPI(M),0,10th Pass,71,"Rs 1,08,10,284 ~ 1 Crore+",Rs 0 ~,MALAPPURAM,Kerela2021,0
75,P. Jiji,CPI(M),5,Post Graduate,31,"Rs 2,33,958 ~ 2 Lacs+","Rs 6,08,101 ~ 6 Lacs+",MALAPPURAM,Kerela2021,0
76,P. P. Ganesan,BJP,1,10th Pass,50,"Rs 74,39,560 ~ 74 Lacs+","Rs 8,19,144 ~ 8 Lacs+",MALAPPURAM,Kerela2021,0
77,P. Ubaidulla,IUML,1,8th Pass,61,"Rs 72,77,610 ~ 72 Lacs+","Rs 32,68,287 ~ 32 Lacs+",MALAPPURAM,Kerela2021,0
78,P.K Kunjhalikutty,IUML,3,Graduate,69,"Rs 5,49,04,480 ~ 5 Crore+",Rs 0 ~,MALAPPURAM,Kerela2021,7
79,P.K. Basheer,IUML,2,10th Pass,61,"Rs 4,48,46,959 ~ 4 Crore+","Rs 20,00,000 ~ 20 Lacs+",MALAPPURAM,Kerela2021,0
80,P.K.Firos,IUML,12,Post Graduate,41,"Rs 63,39,596 ~ 63 Lacs+","Rs 47,89,714 ~ 47 Lacs+",MALAPPURAM,Kerela2021,0
81,P.R. Rasmil Nath,BJP,1,Graduate,42,"Rs 1,23,28,439 ~ 1 Crore+","Rs 8,50,000 ~ 8 Lacs+",MALAPPURAM,Kerela2021,7
82,P.V. Anvar,IND,1,12th Pass,53,"Rs 64,14,52,931 ~ 64 Crore+","Rs 17,06,34,545 ~ 17 Crore+",MALAPPURAM,Kerela2021,0
83,Palathingal Aboobacker,IND,0,8th Pass,42,"Rs 43,00,200 ~ 43 Lacs+","Rs 9,00,000 ~ 9 Lacs+",MALAPPURAM,Kerela2021,0
84,Paloli Abdurahiman,CPI(M),0,10th Pass,68,"Rs 3,56,06,154 ~ 3 Crore+","Rs 14,29,600 ~ 14 Lacs+",MALAPPURAM,Kerela2021,0
85,Peethambaran Palat,BJP,0,10th Pass,63,"Rs 77,51,314 ~ 77 Lacs+","Rs 4,58,745 ~ 4 Lacs+",MALAPPURAM,Kerela2021,0
86,Prasobh .T,BSP,0,Post Graduate,28,"Rs 16,42,519 ~ 16 Lacs+","Rs 95,000 ~ 95 Thou+",MALAPPURAM,Kerela2021,0
87,Preman Master,BJP,0,Post Graduate,57,"Rs 64,43,100 ~ 64 Lacs+","Rs 2,00,000 ~ 2 Lacs+",MALAPPURAM,Kerela2021,0
88,Prof. A.P. Abdul Vahab,Indian National League,0,Post Graduate,61,"Rs 1,64,40,226 ~ 1 Crore+",Rs 0 ~,MALAPPURAM,Kerela2021,0
89,Prof. Abid Hussain Thangal,IUML,2,Post Graduate,60,"Rs 1,95,95,855 ~ 1 Crore+","Rs 4,06,495 ~ 4 Lacs+",MALAPPURAM,Kerela2021,0
90,Ramesh Kottayapurath,Bharath Dharma Jana Sena,0,10th Pass,49,"Rs 2,11,96,000 ~ 2 Crore+","Rs 1,10,00,000 ~ 1 Crore+",MALAPPURAM,Kerela2021,0
91,Rasheedali S/O Mammunni,IND,0,8th Pass,38,"Rs 22,30,189 ~ 22 Lacs+","Rs 50,000 ~ 50 Thou+",MALAPPURAM,Kerela2021,0
92,Razak Paleri,Welfare Party Of India,2,Post Graduate,45,"Rs 28,21,690 ~ 28 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
93,Sabah Kundupuzhakkal,IND,0,10th Pass,50,"Rs 15,50,56,972 ~ 15 Crore+","Rs 1,81,18,571 ~ 1 Crore+",MALAPPURAM,Kerela2021,0
94,Sainul Abid Thangal,IND,0,10th Pass,39,"Rs 17,52,000 ~ 17 Lacs+","Rs 9,00,000 ~ 9 Lacs+",MALAPPURAM,Kerela2021,0
95,Sajadurahman.C.P,IND,0,12th Pass,31,"Rs 43,247 ~ 43 Thou+",Rs 0 ~,MALAPPURAM,Kerela2021,0
96,Sajesh Elayil,BJP,2,12th Pass,29,"Rs 11,50,952 ~ 11 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
97,Sasi Kizhakkan,BSP,0,10th Pass,49,"Rs 32,42,000 ~ 32 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
98,Sheeba Unnikrishnan,BJP,0,10th Pass,42,"Rs 2,300 ~ 2 Thou+",Rs 0 ~,MALAPPURAM,Kerela2021,0
99,Sivadasan T,BSP,0,10th Pass,43,"Rs 47,39,200 ~ 47 Lacs+","Rs 7,000 ~ 7 Thou+",MALAPPURAM,Kerela2021,0
100,Subramannian Chunkappallii,Bharath Dharma Jana Sena,0,Graduate,67,"Rs 1,34,11,511 ~ 1 Crore+","Rs 27,00,000 ~ 27 Lacs+",MALAPPURAM,Kerela2021,7
101,Suchithra,BJP,0,Graduate Professional,41,"Rs 28,56,000 ~ 28 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
102,Sulaiman Haji,IND,0,5th Pass,60,"Rs 84,40,704 ~ 84 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
103,T V Ibrahim,IUML,1,Post Graduate,55,"Rs 2,42,79,135 ~ 2 Crore+","Rs 98,39,093 ~ 98 Lacs+",MALAPPURAM,Kerela2021,0
104,T.K. Bose,SUCI(C),0,12th Pass,60,"Rs 1,401 ~ 1 Thou+",Rs 0 ~,MALAPPURAM,Kerela2021,0
105,V.Abdurahiman,National Secular Conference,0,10th Pass,59,"Rs 17,17,80,192 ~ 17 Crore+","Rs 7,26,06,353 ~ 7 Crore+",MALAPPURAM,Kerela2021,0
106,V.Abdurahiman S/O Kathiyamu,IND,0,5th Pass,60,"Rs 37,78,000 ~ 37 Lacs+",Rs 0 ~,MALAPPURAM,Kerela2021,0
107,Velayudhan,BSP,0,10th Pass,62,"Rs 37,87,000 ~ 37 Lacs+","Rs 4,00,000 ~ 4 Lacs+",MALAPPURAM,Kerela2021,0
108,Vellarikkat Mohammed Rafi,IND,1,5th Pass,41,"Rs 41,30,000 ~ 41 Lacs+","Rs 30,00,000 ~ 30 Lacs+",MALAPPURAM,Kerela2021,0
0,A. Chandran,BSP,0,8th Pass,59,"Rs 20,45,771 ~ 20 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
1,A. Prabhakaran,CPI(M),0,Graduate,69,"Rs 60,67,834 ~ 60 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,7
2,Abdul Nazar M K,SDPI,0,10th Pass,47,"Rs 9,29,000 ~ 9 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
3,Abdul Raheem. S,IND,1,10th Pass,39,"Rs 13,47,000 ~ 13 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
4,Adv. C.P. Promod,CPI(M),0,Graduate Professional,53,"Rs 2,58,94,422 ~ 2 Crore+","Rs 24,22,909 ~ 24 Lacs+",PALAKKAD,Kerela2021,0
5,Adv. K. Premkumar,CPI(M),4,Graduate Professional,42,"Rs 1,12,93,759 ~ 1 Crore+","Rs 5,00,000 ~ 5 Lacs+",PALAKKAD,Kerela2021,0
6,Adv. Sumesh Achuthan,INC,4,Graduate Professional,45,"Rs 2,27,44,663 ~ 2 Crore+","Rs 1,89,97,745 ~ 1 Crore+",PALAKKAD,Kerela2021,0
7,Adv:Sanku T Das,BJP,0,Graduate Professional,31,"Rs 52,64,000 ~ 52 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
8,Advocate. N. Samsudheen,IUML,3,Graduate Professional,51,"Rs 1,46,47,583 ~ 1 Crore+",Rs 0 ~,PALAKKAD,Kerela2021,0
9,Agali Naseema P,AIADMK,1,10th Pass,44,"Rs 14,65,712 ~ 14 Lacs+","Rs 3,11,577 ~ 3 Lacs+",PALAKKAD,Kerela2021,0
10,Ajikumar,IND,0,8th Pass,51,"Rs 1,500 ~ 1 Thou+",Rs 0 ~,PALAKKAD,Kerela2021,0
11,Anurag .A.N,Bharath Dharma Jana Sena,1,Post Graduate,42,"Rs 1,78,01,768 ~ 1 Crore+","Rs 6,20,000 ~ 6 Lacs+",PALAKKAD,Kerela2021,0
12,Ayyappan Kutty. T.C.,BSP,0,10th Pass,41,"Rs 5,55,500 ~ 5 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
13,Babu S/O Kunchu,IND,0,5th Pass,47,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,PALAKKAD,Kerela2021,0
14,Balaraman K S/O Kunjunni,IND,0,8th Pass,50,"Rs 10,40,000 ~ 10 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
15,C.A.Ushakumari,Welfare Party Of India,0,Others,49,"Rs 1,31,767 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
16,C.N.Vijayakrishnan,Communist Marxist Party Kerala State Committee,2,8th Pass,61,"Rs 96,96,794 ~ 96 Lacs+","Rs 22,59,544 ~ 22 Lacs+",PALAKKAD,Kerela2021,0
17,Chandran,BSP,0,12th Pass,62,"Rs 64,11,556 ~ 64 Lacs+","Rs 4,33,400 ~ 4 Lacs+",PALAKKAD,Kerela2021,0
18,Doctor P. Sarin,INC,6,Graduate Professional,37,"Rs 3,53,02,177 ~ 3 Crore+","Rs 63,48,811 ~ 63 Lacs+",PALAKKAD,Kerela2021,0
19,E. Sreedharan,BJP,0,Graduate Professional,88,"Rs 7,79,15,496 ~ 7 Crore+",Rs 0 ~,PALAKKAD,Kerela2021,0
20,E.T.K. Valsan,BSP,0,Others,56,"Rs 88,80,466 ~ 88 Lacs+","Rs 5,00,000 ~ 5 Lacs+",PALAKKAD,Kerela2021,0
21,Firoz Babu.T.H,INC,10,Post Graduate,34,"Rs 69,55,747 ~ 69 Lacs+","Rs 3,00,000 ~ 3 Lacs+",PALAKKAD,Kerela2021,0
22,Guruvayoorappan P E,BSP,0,8th Pass,60,"Rs 98,500 ~ 98 Thou+",Rs 0 ~,PALAKKAD,Kerela2021,0
23,Hussain Thattathazhath,IND,0,10th Pass,44,"Rs 26,21,000 ~ 26 Lacs+","Rs 7,25,000 ~ 7 Lacs+",PALAKKAD,Kerela2021,0
24,James Mash,IND,0,Post Graduate,59,"Rs 46,10,630 ~ 46 Lacs+","Rs 21,92,609 ~ 21 Lacs+",PALAKKAD,Kerela2021,0
25,Jayaprakasan K.P.,BJP,1,Graduate,44,"Rs 20,68,500 ~ 20 Lacs+","Rs 8,89,654 ~ 8 Lacs+",PALAKKAD,Kerela2021,7
26,K. Babu,CPI(M),5,Graduate,57,"Rs 44,16,181 ~ 44 Lacs+","Rs 90,000 ~ 90 Thou+",PALAKKAD,Kerela2021,7
27,K. Krishnankutty,JD(S),0,8th Pass,76,"Rs 3,10,10,907 ~ 3 Crore+","Rs 16,41,031 ~ 16 Lacs+",PALAKKAD,Kerela2021,0
28,K. P. Suresh Raj,CPI,0,12th Pass,51,"Rs 2,21,13,623 ~ 2 Crore+","Rs 43,97,892 ~ 43 Lacs+",PALAKKAD,Kerela2021,0
29,K. Rajesh,Akhil Bharat Hindu Mahasabha,0,12th Pass,35,"Rs 23,35,100 ~ 23 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
30,K.A.Sheeba,INC,0,Graduate Professional,38,"Rs 31,40,478 ~ 31 Lacs+","Rs 16,43,000 ~ 16 Lacs+",PALAKKAD,Kerela2021,0
31,K.D.Prasenan,CPI(M),0,12th Pass,55,"Rs 2,50,00,000 ~ 2 Crore+","Rs 31,032 ~ 31 Thou+",PALAKKAD,Kerela2021,0
32,K.M.Haridas,BJP,4,10th Pass,49,"Rs 37,04,426 ~ 37 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
33,K.Prasad,SUCI(C),0,10th Pass,38,"Rs 26,11,602 ~ 26 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
34,Krishnakumar.C,BJP,15,Graduate,50,"Rs 1,50,82,500 ~ 1 Crore+","Rs 17,93,752 ~ 17 Lacs+",PALAKKAD,Kerela2021,7
35,Muhammad Musthafa,SDPI,2,10th Pass,34,"Rs 20,54,900 ~ 20 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
36,Muhammed Muhassin,CPI,0,Graduate Professional,34,"Rs 67,91,054 ~ 67 Lacs+","Rs 29,42,100 ~ 29 Lacs+",PALAKKAD,Kerela2021,0
37,Narayanan. T.P,BSP,0,12th Pass,58,"Rs 74,51,750 ~ 74 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
38,Noorudheen E V,IND,0,8th Pass,45,"Rs 18,10,048 ~ 18 Lacs+","Rs 5,36,033 ~ 5 Lacs+",PALAKKAD,Kerela2021,0
39,Nsk Puram Sasikumar,IND,1,8th Pass,44,Nil,"Rs 1,00,000 ~ 1 Lacs+",PALAKKAD,Kerela2021,0
40,P. Mammikutty,CPI(M),0,10th Pass,69,"Rs 57,01,646 ~ 57 Lacs+","Rs 2,25,000 ~ 2 Lacs+",PALAKKAD,Kerela2021,0
41,P. Venugopalan,BJP,7,12th Pass,51,"Rs 34,44,295 ~ 34 Lacs+","Rs 3,95,000 ~ 3 Lacs+",PALAKKAD,Kerela2021,0
42,P.P. Sivan,BSP,0,Literate,53,"Rs 4,25,000 ~ 4 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,2
43,P.P.Sumod,CPI(M),5,Post Graduate,37,"Rs 9,94,497 ~ 9 Lacs+","Rs 3,42,000 ~ 3 Lacs+",PALAKKAD,Kerela2021,0
44,Palayam Pradeep,INC,5,12th Pass,38,"Rs 1,92,64,688 ~ 1 Crore+","Rs 27,19,797 ~ 27 Lacs+",PALAKKAD,Kerela2021,0
45,Prakash.C,BSP,0,12th Pass,29,"Rs 5,49,447 ~ 5 Lacs+","Rs 2,50,000 ~ 2 Lacs+",PALAKKAD,Kerela2021,0
46,Prameela. K,IND,0,10th Pass,55,"Rs 40,21,602 ~ 40 Lacs+","Rs 12,30,660 ~ 12 Lacs+",PALAKKAD,Kerela2021,0
47,Prasanth Sivan,BJP,17,Post Graduate,31,"Rs 14,55,000 ~ 14 Lacs+","Rs 60,000 ~ 60 Thou+",PALAKKAD,Kerela2021,0
48,Rajagopal Thrithala,BSP,0,12th Pass,61,"Rs 61,41,000 ~ 61 Lacs+","Rs 5,00,000 ~ 5 Lacs+",PALAKKAD,Kerela2021,0
49,Rajesh S/O Raman E,IND,0,10th Pass,38,"Rs 58,500 ~ 58 Thou+",Rs 0 ~,PALAKKAD,Kerela2021,0
50,Rajesh.M,IND,1,12th Pass,35,"Rs 12,80,000 ~ 12 Lacs+","Rs 3,60,000 ~ 3 Lacs+",PALAKKAD,Kerela2021,0
51,S. K. Ananthakrishnan,INC,4,10th Pass,58,"Rs 1,30,89,231 ~ 1 Crore+","Rs 51,06,000 ~ 51 Lacs+",PALAKKAD,Kerela2021,0
52,S. Mujeeb Rehman,Welfare Party Of India,2,Graduate,32,"Rs 12,25,990 ~ 12 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,7
53,Sandeep Varier,BJP,8,10th Pass,38,"Rs 45,03,760 ~ 45 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
54,Santhakumari K,CPI(M),0,Graduate Professional,49,"Rs 41,30,431 ~ 41 Lacs+","Rs 25,04,386 ~ 25 Lacs+",PALAKKAD,Kerela2021,0
55,Shafi Parambil,INC,25,Post Graduate,38,"Rs 56,21,410 ~ 56 Lacs+","Rs 13,25,849 ~ 13 Lacs+",PALAKKAD,Kerela2021,0
56,Shamsuddeen S/O. Hamza,IND,1,12th Pass,29,"Rs 11,500 ~ 11 Thou+",Rs 0 ~,PALAKKAD,Kerela2021,0
57,Shamsuddeen S/O. Yusaf,IND,0,8th Pass,42,"Rs 87,000 ~ 87 Thou+",Rs 0 ~,PALAKKAD,Kerela2021,0
58,Shibu George,IND,0,8th Pass,40,"Rs 62,500 ~ 62 Thou+",Rs 0 ~,PALAKKAD,Kerela2021,0
59,Sivadasan,BSP,0,10th Pass,43,"Rs 4,94,993 ~ 4 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
60,Sreenivas Kuruppath,IND,1,12th Pass,39,"Rs 1,73,000 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
61,Suresh,IND,0,8th Pass,30,"Rs 40,800 ~ 40 Thou+",Rs 0 ~,PALAKKAD,Kerela2021,0
62,Suresh Babu,IND,0,10th Pass,30,"Rs 2,15,000 ~ 2 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
63,Suresh Babu M.,BJP,3,10th Pass,36,"Rs 13,69,314 ~ 13 Lacs+","Rs 35,000 ~ 35 Thou+",PALAKKAD,Kerela2021,0
64,T .T Balaraman S/O Krishnan Nair,IND,0,10th Pass,58,"Rs 23,65,201 ~ 23 Lacs+","Rs 2,20,000 ~ 2 Lacs+",PALAKKAD,Kerela2021,0
65,U C Raman,IUML,0,12th Pass,55,"Rs 1,10,00,000 ~ 1 Crore+","Rs 36,63,553 ~ 36 Lacs+",PALAKKAD,Kerela2021,0
66,V .T Balram,INC,3,Post Graduate,42,"Rs 67,83,057 ~ 67 Lacs+",Rs 0 ~,PALAKKAD,Kerela2021,0
67,V. Sachidanandan,IND,0,12th Pass,50,"Rs 40,72,444 ~ 40 Lacs+","Rs 2,80,000 ~ 2 Lacs+",PALAKKAD,Kerela2021,0
0,Adv. Anumol N.,BSP,0,Graduate Professional,37,"Rs 11,000 ~ 11 Thou+","Rs 35,000 ~ 35 Thou+",PATHANAMTHITTA,Kerela2021,0
1,Adv. K. Sivadasan Nair,INC,1,Post Graduate,72,"Rs 92,12,961 ~ 92 Lacs+","Rs 25,000 ~ 25 Thou+",PATHANAMTHITTA,Kerela2021,0
2,Adv. K.U Jenish Kumar,CPI(M),7,Graduate Professional,37,"Rs 36,17,244 ~ 36 Lacs+","Rs 14,10,000 ~ 14 Lacs+",PATHANAMTHITTA,Kerela2021,0
3,Adv. Manju K. Nair (Kottarathil),IND,0,Graduate Professional,39,"Rs 1,50,000 ~ 1 Lacs+","Rs 12,000 ~ 12 Thou+",PATHANAMTHITTA,Kerela2021,0
4,Adv. Mathew T Thomas,JD(S),0,Graduate Professional,59,"Rs 2,49,56,232 ~ 2 Crore+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,0
5,Adv. Pandalam Prathapan,BJP,0,Graduate Professional,56,"Rs 1,15,94,831 ~ 1 Crore+","Rs 60,84,260 ~ 60 Lacs+",PATHANAMTHITTA,Kerela2021,0
6,Adv. Pramod Narayan,Kerala Congress (M),0,Graduate Professional,44,"Rs 2,83,16,397 ~ 2 Crore+","Rs 13,66,246 ~ 13 Lacs+",PATHANAMTHITTA,Kerela2021,0
7,Adv. Thomas Mathew (Roy),IND,0,Graduate Professional,69,"Rs 1,37,32,261 ~ 1 Crore+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,0
8,Aji B. Ranni,IND,2,Graduate,42,"Rs 4,123 ~ 4 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,7
9,Arjunan C. K,IND,0,10th Pass,52,"Rs 2,90,000 ~ 2 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,0
10,Asharaf Pezhumkattil,SDPI,0,8th Pass,51,"Rs 60,60,000 ~ 60 Lacs+","Rs 25,00,000 ~ 25 Lacs+",PATHANAMTHITTA,Kerela2021,0
11,Ashokan Kulanada,BJP,1,Graduate,56,"Rs 85,25,803 ~ 85 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,7
12,Benny Puthenparampil (Thomas Mathew),IND,0,Graduate Professional,59,"Rs 65,34,103 ~ 65 Lacs+","Rs 34,70,000 ~ 34 Lacs+",PATHANAMTHITTA,Kerela2021,0
13,Biju Mathew,BJP,3,12th Pass,46,"Rs 1,69,05,842 ~ 1 Crore+","Rs 50,42,344 ~ 50 Lacs+",PATHANAMTHITTA,Kerela2021,0
14,Chittayam Gopakumar,CPI,0,12th Pass,55,"Rs 31,21,897 ~ 31 Lacs+","Rs 27,33,810 ~ 27 Lacs+",PATHANAMTHITTA,Kerela2021,0
15,G. Sugathan,IND,1,10th Pass,65,"Rs 2,34,25,000 ~ 2 Crore+","Rs 40,00,000 ~ 40 Lacs+",PATHANAMTHITTA,Kerela2021,0
16,Jomon Kochethu,RJD,0,10th Pass,39,"Rs 13,95,000 ~ 13 Lacs+","Rs 2,20,000 ~ 2 Lacs+",PATHANAMTHITTA,Kerela2021,0
17,K .P Yesudas,IND,0,12th Pass,53,"Rs 1,94,558 ~ 1 Lacs+","Rs 6,89,220 ~ 6 Lacs+",PATHANAMTHITTA,Kerela2021,0
18,K. Padmakumar,Bharath Dharma Jana Sena,2,Others,56,"Rs 3,89,72,909 ~ 3 Crore+","Rs 29,22,869 ~ 29 Lacs+",PATHANAMTHITTA,Kerela2021,0
19,K. Surendran,BJP,248,Graduate,51,"Rs 40,43,809 ~ 40 Lacs+","Rs 12,00,000 ~ 12 Lacs+",PATHANAMTHITTA,Kerela2021,7
20,Kunju Koshy Paul,Kerala Congress,1,12th Pass,61,"Rs 1,12,84,614 ~ 1 Crore+","Rs 2,44,000 ~ 2 Lacs+",PATHANAMTHITTA,Kerela2021,0
21,M. G. Kannan,INC,5,Graduate,38,"Rs 13,94,799 ~ 13 Lacs+","Rs 50,000 ~ 50 Thou+",PATHANAMTHITTA,Kerela2021,7
22,Manoharan,IND,0,10th Pass,48,"Rs 2,83,278 ~ 2 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,0
23,Omalloor Ramachandran,Ambedkarite Party of India,0,10th Pass,53,"Rs 1,95,000 ~ 1 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerela2021,0
24,Prasanth Aranmula,IND,0,Graduate,40,"Rs 65,05,120 ~ 65 Lacs+","Rs 9,39,293 ~ 9 Lacs+",PATHANAMTHITTA,Kerela2021,7
