,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
5,Daljit Singh,SAD,0,Graduate Professional,55,"Rs 2,21,82,639 ~ 2 Crore+","Rs 21,95,834 ~ 21 Lacs+",RUPNAGAR,Punjab2017,0
6,Gurcharan Singh,BSP,0,8th Pass,41,"Rs 36,12,000 ~ 36 Lacs+","Rs 1,00,000 ~ 1 Lacs+",RUPNAGAR,Punjab2017,0
7,Harbhjn Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,49,"Rs 1,69,18,000 ~ 1 Crore+",Rs 0 ~,RUPNAGAR,Punjab2017,0
8,Harjinder Singh,Punjab Democratic Party,0,Graduate Professional,42,"Rs 8,54,865 ~ 8 Lacs+","Rs 6,05,000 ~ 6 Lacs+",RUPNAGAR,Punjab2017,0
9,Jagdish Singh,IND,0,10th Pass,44,"Rs 12,43,000 ~ 12 Lacs+",Rs 0 ~,RUPNAGAR,Punjab2017,0
10,Jorawar Singh,Democratic Swaraj Party,0,10th Pass,36,"Rs 16,50,000 ~ 16 Lacs+","Rs 8,00,000 ~ 8 Lacs+",RUPNAGAR,Punjab2017,0
11,Kanwar Pal Singh,INC,0,Graduate Professional,59,"Rs 5,34,56,127 ~ 5 Crore+","Rs 1,66,00,000 ~ 1 Crore+",RUPNAGAR,Punjab2017,0
12,Makhan Singh,BSP,0,Illiterate,58,"Rs 35,00,000 ~ 35 Lacs+",Rs 0 ~,RUPNAGAR,Punjab2017,1
13,Mohinder Singh,CPI(M),0,10th Pass,57,"Rs 26,52,611 ~ 26 Lacs+","Rs 1,60,000 ~ 1 Lacs+",RUPNAGAR,Punjab2017,0
14,Nirmal Singh,SAD,0,Graduate Professional,69,"Rs 4,80,00,000 ~ 4 Crore+","Rs 28,00,000 ~ 28 Lacs+",RUPNAGAR,Punjab2017,0
15,Nutan Kumar,IND,0,8th Pass,34,"Rs 73,67,070 ~ 73 Lacs+",Rs 0 ~,RUPNAGAR,Punjab2017,0
16,Parminder Kaur,Aapna Punjab Party,0,10th Pass,49,"Rs 26,20,741 ~ 26 Lacs+","Rs 1,19,385 ~ 1 Lacs+",RUPNAGAR,Punjab2017,0
17,Parminder Sharma,BJP,0,Graduate Professional,56,"Rs 1,11,59,584 ~ 1 Crore+","Rs 15,43,044 ~ 15 Lacs+",RUPNAGAR,Punjab2017,0
18,Pritam Singh,IND,0,8th Pass,79,"Rs 32,55,000 ~ 32 Lacs+",Rs 0 ~,RUPNAGAR,Punjab2017,0
19,Rajinder Singh,BSP,0,10th Pass,49,"Rs 24,29,000 ~ 24 Lacs+",Rs 0 ~,RUPNAGAR,Punjab2017,0
20,Sachin Kumar,IND,1,Graduate,32,"Rs 43,06,584 ~ 43 Lacs+",Rs 0 ~,RUPNAGAR,Punjab2017,7
21,Sanjeev Gautam,AAP,0,Others,51,"Rs 2,03,92,453 ~ 2 Crore+","Rs 5,27,605 ~ 5 Lacs+",RUPNAGAR,Punjab2017,0
22,Shinder Pal Singh,Jai Jawan Jai Kisan Party,0,Graduate,58,"Rs 28,08,232 ~ 28 Lacs+","Rs 50,000 ~ 50 Thou+",RUPNAGAR,Punjab2017,7
23,Subhash Chander,Punjab Democratic Party,0,Graduate Professional,55,"Rs 84,64,240 ~ 84 Lacs+","Rs 8,00,000 ~ 8 Lacs+",RUPNAGAR,Punjab2017,0
0,Ajaib Singh,INC,0,10th Pass,62,"Rs 39,15,911 ~ 39 Lacs+","Rs 1,23,813 ~ 1 Lacs+",SANGRUR,Punjab2017,0
1,Ajit Singh Shant,SAD,0,Post Graduate,61,"Rs 89,85,300 ~ 89 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
2,Aman Arora,AAP,1,Graduate,42,"Rs 65,88,61,000 ~ 65 Crore+","Rs 15,48,84,000 ~ 15 Crore+",SANGRUR,Punjab2017,7
3,Amar Singh,IND,0,Post Graduate,34,"Rs 12,53,739 ~ 12 Lacs+","Rs 3,97,845 ~ 3 Lacs+",SANGRUR,Punjab2017,0
4,Atma Singh,BSP,0,10th Pass,68,"Rs 99,29,000 ~ 99 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
5,Baldev Singh,IND,1,10th Pass,57,"Rs 20,65,137 ~ 20 Lacs+","Rs 50,000 ~ 50 Thou+",SANGRUR,Punjab2017,0
6,Bhola Singh,BSP,0,Illiterate,60,"Rs 1,99,000 ~ 1 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,1
7,Bikar Singh,IND,0,10th Pass,51,"Rs 1,26,36,492 ~ 1 Crore+","Rs 14,00,000 ~ 14 Lacs+",SANGRUR,Punjab2017,0
8,Binder Singh,IND,0,Illiterate,35,"Rs 5,18,000 ~ 5 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,1
9,Daaman Thind Bajwa,INC,0,Post Graduate,28,"Rs 1,12,90,445 ~ 1 Crore+","Rs 55,55,181 ~ 55 Lacs+",SANGRUR,Punjab2017,0
10,Dalvir Singh Goldy,INC,0,Post Graduate,35,"Rs 51,86,716 ~ 51 Lacs+","Rs 13,25,332 ~ 13 Lacs+",SANGRUR,Punjab2017,0
11,Darbara Singh,IND,0,10th Pass,39,"Rs 2,85,000 ~ 2 Lacs+","Rs 10,000 ~ 10 Thou+",SANGRUR,Punjab2017,0
12,Darshan Singh Sidhu,IND,1,Graduate Professional,56,"Rs 1,58,84,210 ~ 1 Crore+","Rs 29,79,000 ~ 29 Lacs+",SANGRUR,Punjab2017,0
13,Davinder Kaur,IND,0,Post Graduate,34,"Rs 1,60,800 ~ 1 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
14,Dharminder Singh,IND,0,12th Pass,30,"Rs 59,63,000 ~ 59 Lacs+","Rs 4,00,000 ~ 4 Lacs+",SANGRUR,Punjab2017,0
15,Dinesh Bansal,AAP,0,12th Pass,35,"Rs 2,65,58,223 ~ 2 Crore+","Rs 4,10,979 ~ 4 Lacs+",SANGRUR,Punjab2017,0
16,Ghamand Singh,CPI(ML)(L),0,Illiterate,55,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,SANGRUR,Punjab2017,1
17,Gian Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,55,"Rs 74,05,000 ~ 74 Lacs+","Rs 8,00,000 ~ 8 Lacs+",SANGRUR,Punjab2017,0
18,Gobind Singh,IND,0,10th Pass,65,"Rs 50,15,000 ~ 50 Lacs+","Rs 5,00,000 ~ 5 Lacs+",SANGRUR,Punjab2017,0
19,Gobind Singh,SAD,0,Graduate,60,"Rs 2,86,55,173 ~ 2 Crore+","Rs 18,69,710 ~ 18 Lacs+",SANGRUR,Punjab2017,7
20,Gulzar Singh,SAD,0,Graduate Professional,36,"Rs 1,15,55,846 ~ 1 Crore+","Rs 2,00,000 ~ 2 Lacs+",SANGRUR,Punjab2017,0
21,Gurdarshan Singh,Democratic Swaraj Party,0,10th Pass,49,"Rs 1,32,40,000 ~ 1 Crore+",Rs 0 ~,SANGRUR,Punjab2017,0
22,Gurmail Singh,IND,0,12th Pass,42,"Rs 36,45,759 ~ 36 Lacs+","Rs 12,55,000 ~ 12 Lacs+",SANGRUR,Punjab2017,0
23,Gurmit Singh,Aapna Punjab Party,0,10th Pass,49,"Rs 1,61,500 ~ 1 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
24,Gurnaib Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,12th Pass,49,"Rs 44,19,440 ~ 44 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
25,Haprinder Singh,IND,0,12th Pass,29,"Rs 3,85,000 ~ 3 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
26,Harchand Kaur,INC,0,10th Pass,60,"Rs 51,76,094 ~ 51 Lacs+","Rs 6,05,609 ~ 6 Lacs+",SANGRUR,Punjab2017,0
27,Hari Singh,SAD,0,10th Pass,60,"Rs 13,39,49,000 ~ 13 Crore+","Rs 91,88,000 ~ 91 Lacs+",SANGRUR,Punjab2017,0
28,Harpal Singh,AAP,0,Graduate Professional,42,"Rs 66,17,000 ~ 66 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
29,Harwinder Singh,BSP,1,10th Pass,34,"Rs 7,16,350 ~ 7 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
30,Iqbal Singh Jhundan,SAD,0,Graduate Professional,55,"Rs 11,45,10,448 ~ 11 Crore+","Rs 13,22,000 ~ 13 Lacs+",SANGRUR,Punjab2017,0
31,Jagtar Singh,Aapna Punjab Party,0,8th Pass,35,"Rs 1,06,30,000 ~ 1 Crore+",Rs 0 ~,SANGRUR,Punjab2017,0
32,Jarnail Singh,CPI(M),0,8th Pass,57,"Rs 65,83,762 ~ 65 Lacs+","Rs 1,50,000 ~ 1 Lacs+",SANGRUR,Punjab2017,0
33,Jasvir Singh,AAP,0,12th Pass,41,"Rs 2,08,19,249 ~ 2 Crore+","Rs 93,78,762 ~ 93 Lacs+",SANGRUR,Punjab2017,0
34,Jasvir Singh Jassi Sekhon,AAP,0,12th Pass,46,"Rs 1,31,67,709 ~ 1 Crore+","Rs 10,00,000 ~ 10 Lacs+",SANGRUR,Punjab2017,0
35,Jaswant Singh,Lok Insaaf Party,0,Post Graduate,54,"Rs 20,41,82,531 ~ 20 Crore+",Rs 0 ~,SANGRUR,Punjab2017,0
36,Karnail Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,Graduate Professional,70,"Rs 80,11,503 ~ 80 Lacs+","Rs 7,95,293 ~ 7 Lacs+",SANGRUR,Punjab2017,0
37,Khusia Singh,CPI,0,5th Pass,69,"Rs 36,99,000 ~ 36 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
38,Kulwant Singh,IND,0,Not Given,49,"Rs 41,52,000 ~ 41 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
39,Kulwant Singh Pandori,AAP,0,12th Pass,43,"Rs 2,70,448 ~ 2 Lacs+","Rs 26,287 ~ 26 Thou+",SANGRUR,Punjab2017,0
40,Labh Singh,IND,0,10th Pass,54,"Rs 2,77,06,200 ~ 2 Crore+","Rs 7,10,000 ~ 7 Lacs+",SANGRUR,Punjab2017,0
41,Mahmood Ahmed Thind,Indian Union Muslim League,0,Others,40,"Rs 1,57,45,035 ~ 1 Crore+","Rs 4,00,000 ~ 4 Lacs+",SANGRUR,Punjab2017,0
42,Makhan Singh,BSP,0,Graduate Professional,61,"Rs 2,59,05,211 ~ 2 Crore+","Rs 27,201 ~ 27 Thou+",SANGRUR,Punjab2017,0
43,Maksood Ul Hak,NCP,0,Illiterate,48,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,SANGRUR,Punjab2017,1
44,Mandeep Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,Illiterate,29,"Rs 61,200 ~ 61 Thou+",Rs 0 ~,SANGRUR,Punjab2017,1
45,Manjeet Kaur,IND,0,Illiterate,55,"Rs 24,40,500 ~ 24 Lacs+","Rs 1,00,000 ~ 1 Lacs+",SANGRUR,Punjab2017,1
46,Manjinder Singh,IND,0,12th Pass,46,"Rs 3,04,68,000 ~ 3 Crore+","Rs 15,00,000 ~ 15 Lacs+",SANGRUR,Punjab2017,0
47,Mohamad Arshad,AAP,0,12th Pass,47,"Rs 3,74,86,730 ~ 3 Crore+",Rs 0 ~,SANGRUR,Punjab2017,0
48,Mohammad Owais,SAD,0,12th Pass,50,"Rs 9,32,38,844 ~ 9 Crore+","Rs 6,11,92,446 ~ 6 Crore+",SANGRUR,Punjab2017,0
49,Mohd Mukarram Saify,IND,0,Graduate,39,"Rs 29,49,861 ~ 29 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,7
50,Paramjeet Kaur,IND,0,12th Pass,44,"Rs 72,30,000 ~ 72 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
51,Parkash Chand Garg,SAD,0,8th Pass,65,"Rs 4,05,68,548 ~ 4 Crore+","Rs 1,48,75,166 ~ 1 Crore+",SANGRUR,Punjab2017,0
52,Parminder Kaur,Aapna Punjab Party,0,Graduate,51,"Rs 2,43,82,275 ~ 2 Crore+","Rs 33,14,000 ~ 33 Lacs+",SANGRUR,Punjab2017,7
53,Parminder Singh,SAD,0,Post Graduate,43,"Rs 9,62,13,974 ~ 9 Crore+",Rs 0 ~,SANGRUR,Punjab2017,0
54,Parveen Nusrat,AITC,0,12th Pass,62,"Rs 1,26,53,100 ~ 1 Crore+",Rs 0 ~,SANGRUR,Punjab2017,0
55,Pritam Singh,CPI,0,5th Pass,73,"Rs 15,26,500 ~ 15 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
56,Raj Kumar,Democratic Swaraj Party,0,Post Graduate,57,"Rs 1,27,74,397 ~ 1 Crore+","Rs 29,12,653 ~ 29 Lacs+",SANGRUR,Punjab2017,0
57,Rajinder Deepa,IND,0,Post Graduate,55,"Rs 16,27,03,000 ~ 16 Crore+","Rs 11,45,000 ~ 11 Lacs+",SANGRUR,Punjab2017,0
58,Rajinder Kaur Bhattal,INC,0,Graduate,71,"Rs 5,25,17,520 ~ 5 Crore+","Rs 2,26,75,226 ~ 2 Crore+",SANGRUR,Punjab2017,7
59,Ram Dass,BSP,0,10th Pass,31,"Rs 4,58,500 ~ 4 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
60,Ram Singh,BSP,0,10th Pass,39,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
61,Randhir Singh,Aapna Punjab Party,1,10th Pass,35,"Rs 1,54,28,000 ~ 1 Crore+","Rs 36,46,798 ~ 36 Lacs+",SANGRUR,Punjab2017,0
62,Razia Sultana,INC,0,10th Pass,50,"Rs 10,33,68,282 ~ 10 Crore+","Rs 1,50,00,000 ~ 1 Crore+",SANGRUR,Punjab2017,0
63,Saful Islam,IND,0,10th Pass,38,"Rs 5,49,246 ~ 5 Lacs+","Rs 1,70,000 ~ 1 Lacs+",SANGRUR,Punjab2017,0
64,Sahbaj Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,Graduate Professional,56,"Rs 2,52,58,953 ~ 2 Crore+","Rs 8,00,000 ~ 8 Lacs+",SANGRUR,Punjab2017,0
65,Sarabjit Singh,Bahujan Mukti Party,0,10th Pass,56,"Rs 18,30,000 ~ 18 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
66,Satwant Singh,CPI,0,12th Pass,63,"Rs 2,36,07,326 ~ 2 Crore+","Rs 50,00,000 ~ 50 Lacs+",SANGRUR,Punjab2017,0
67,Sham Singh,IND,0,8th Pass,80,"Rs 9,86,80,000 ~ 9 Crore+","Rs 11,00,000 ~ 11 Lacs+",SANGRUR,Punjab2017,0
68,Shamshad Ali,BSP,0,10th Pass,48,"Rs 36,54,348 ~ 36 Lacs+","Rs 4,00,000 ~ 4 Lacs+",SANGRUR,Punjab2017,0
69,Surjit Singh Kalabula,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,54,"Rs 83,05,000 ~ 83 Lacs+","Rs 17,00,000 ~ 17 Lacs+",SANGRUR,Punjab2017,0
70,Tanveer Ahmed,IND,0,Graduate Professional,52,"Rs 65,015 ~ 65 Thou+",Rs 0 ~,SANGRUR,Punjab2017,0
71,Tarsem Kumar,IND,0,8th Pass,38,"Rs 93,103 ~ 93 Thou+",Rs 0 ~,SANGRUR,Punjab2017,0
72,Tarsem Singh,BSP,0,8th Pass,51,"Rs 11,12,400 ~ 11 Lacs+",Rs 0 ~,SANGRUR,Punjab2017,0
73,Yadwinder Singh,IND,0,12th Pass,38,"Rs 1,16,84,377 ~ 1 Crore+","Rs 5,00,000 ~ 5 Lacs+",SANGRUR,Punjab2017,0
0,Amit Sharma,Hindustan Shakti Sena,6,12th Pass,32,"Rs 12,000 ~ 12 Thou+",Rs 0 ~,SAS NAGAR,Punjab2017,0
1,Amrik Singh,Aapna Punjab Party,0,Graduate Professional,29,"Rs 49,36,068 ~ 49 Lacs+",Rs 0 ~,SAS NAGAR,Punjab2017,0
2,Balbir Singh Sidhu,INC,0,12th Pass,57,"Rs 17,74,60,104 ~ 17 Crore+","Rs 2,76,67,472 ~ 2 Crore+",SAS NAGAR,Punjab2017,0
3,Balwinder Singh,Democratic Swaraj Party,0,10th Pass,47,"Rs 2,20,77,950 ~ 2 Crore+",Rs 0 ~,SAS NAGAR,Punjab2017,0
4,Deepinder Singh,INC,0,Graduate Professional,54,"Rs 12,02,41,022 ~ 12 Crore+","Rs 60,733 ~ 60 Thou+",SAS NAGAR,Punjab2017,0
5,Dharminder Kumar,SHS,1,10th Pass,49,"Rs 5,30,464 ~ 5 Lacs+","Rs 1,10,000 ~ 1 Lacs+",SAS NAGAR,Punjab2017,0
6,Gurjeet Singh,Punjab Democratic Party,0,Post Graduate,32,"Rs 3,09,700 ~ 3 Lacs+",Rs 0 ~,SAS NAGAR,Punjab2017,0
7,Gurkirpal Singh Mann,Punjab Democratic Party,0,Post Graduate,39,"Rs 10,51,33,767 ~ 10 Crore+",Rs 0 ~,SAS NAGAR,Punjab2017,0
8,Gurmeet Singh,BSP,0,Literate,58,"Rs 7,45,000 ~ 7 Lacs+","Rs 2,00,000 ~ 2 Lacs+",SAS NAGAR,Punjab2017,2
9,Harbhajan Singh,BSP,0,12th Pass,47,"Rs 2,45,12,686 ~ 2 Crore+","Rs 1,29,60,000 ~ 1 Crore+",SAS NAGAR,Punjab2017,0
10,Jagmohan Singh Kang,INC,0,Post Graduate,66,"Rs 22,80,69,000 ~ 22 Crore+","Rs 10,99,000 ~ 10 Lacs+",SAS NAGAR,Punjab2017,0
11,Jagwinder Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,12th Pass,27,"Rs 18,04,625 ~ 18 Lacs+",Rs 0 ~,SAS NAGAR,Punjab2017,0
12,Jaswinder Singh,AITC,0,10th Pass,57,"Rs 56,52,000 ~ 56 Lacs+",Rs 0 ~,SAS NAGAR,Punjab2017,0
13,Kamaljot Kaur,IND,0,Post Graduate,37,"Rs 19,28,000 ~ 19 Lacs+","Rs 10,00,000 ~ 10 Lacs+",SAS NAGAR,Punjab2017,0
14,Kanwar Sandhu,AAP,1,Post Graduate,61,"Rs 4,62,34,584 ~ 4 Crore+","Rs 28,03,166 ~ 28 Lacs+",SAS NAGAR,Punjab2017,0
15,Kishor Kumar Pal,Bahujan Mukti Party,0,Graduate Professional,38,"Rs 1,08,817 ~ 1 Lacs+","Rs 1,59,290 ~ 1 Lacs+",SAS NAGAR,Punjab2017,0
16,Krishan Gopal Sharma,Bharat (Integrated) Rakshak Party,0,Graduate Professional,65,"Rs 86,02,274 ~ 86 Lacs+",Rs 0 ~,SAS NAGAR,Punjab2017,0
17,Kuljit Singh,IND,0,12th Pass,53,"Rs 56,60,207 ~ 56 Lacs+","Rs 24,830 ~ 24 Thou+",SAS NAGAR,Punjab2017,0
18,Maan Singh,IND,0,Graduate Professional,41,"Rs 1,79,75,000 ~ 1 Crore+","Rs 2,40,000 ~ 2 Lacs+",SAS NAGAR,Punjab2017,0
19,Mahinder Pal Singh,Aapna Punjab Party,0,10th Pass,44,"Rs 1,27,32,502 ~ 1 Crore+","Rs 10,000 ~ 10 Thou+",SAS NAGAR,Punjab2017,0
20,Manju Kaushal,Samaj Adhikar Kalyan Party,0,10th Pass,42,"Rs 32,48,000 ~ 32 Lacs+","Rs 1,40,000 ~ 1 Lacs+",SAS NAGAR,Punjab2017,0
21,Narinder Kumar Sharma,SAD,1,Graduate,47,"Rs 11,24,12,304 ~ 11 Crore+","Rs 6,19,78,379 ~ 6 Crore+",SAS NAGAR,Punjab2017,7
22,Narinder Singh,AAP,0,Post Graduate,48,"Rs 25,62,93,416 ~ 25 Crore+","Rs 7,03,32,690 ~ 7 Crore+",SAS NAGAR,Punjab2017,0
23,Paramjit Singh Padda,IND,0,Graduate Professional,67,"Rs 4,04,92,360 ~ 4 Crore+",Rs 0 ~,SAS NAGAR,Punjab2017,0
24,Paramjit Singh Padda,IND,0,Graduate Professional,67,"Rs 4,09,92,360 ~ 4 Crore+",Rs 0 ~,SAS NAGAR,Punjab2017,0
25,Parneet Singh Pandher,IND,0,Post Graduate,29,"Rs 2,21,094 ~ 2 Lacs+",Rs 0 ~,SAS NAGAR,Punjab2017,0
26,Ranjit Singh Gill,SAD,0,Graduate,52,"Rs 34,44,20,870 ~ 34 Crore+","Rs 1,45,50,450 ~ 1 Crore+",SAS NAGAR,Punjab2017,7
27,Sanjeev Kumar,IND,0,8th Pass,42,"Rs 30,87,700 ~ 30 Lacs+","Rs 9,60,000 ~ 9 Lacs+",SAS NAGAR,Punjab2017,0
28,Sarabjit Kaur,AAP,0,Graduate,72,"Rs 11,24,14,569 ~ 11 Crore+","Rs 11,57,546 ~ 11 Lacs+",SAS NAGAR,Punjab2017,7
29,Sarbjit Singh,BSP,0,Post Graduate,61,"Rs 3,39,14,329 ~ 3 Crore+","Rs 21,23,035 ~ 21 Lacs+",SAS NAGAR,Punjab2017,0
30,Sudesh Kumar,Aapna Punjab Party,0,10th Pass,54,"Rs 32,73,084 ~ 32 Lacs+","Rs 1,57,773 ~ 1 Lacs+",SAS NAGAR,Punjab2017,0
31,Surjit Singh,Jai Jawan Jai Kisan Party,0,10th Pass,68,"Rs 1,18,87,885 ~ 1 Crore+",Rs 0 ~,SAS NAGAR,Punjab2017,0
32,Tejinder Pal Singh,SAD,0,Post Graduate,58,"Rs 3,88,07,487 ~ 3 Crore+","Rs 10,00,000 ~ 10 Lacs+",SAS NAGAR,Punjab2017,0
33,Vinod Kumar Sharma,IND,0,Post Graduate,59,"Rs 62,33,840 ~ 62 Lacs+","Rs 10,16,507 ~ 10 Lacs+",SAS NAGAR,Punjab2017,0
0,Adesh Partap Singh Kairon,SAD,0,Post Graduate,57,"Rs 53,21,63,000 ~ 53 Crore+","Rs 3,20,41,000 ~ 3 Crore+",TARN TARAN,Punjab2017,0
1,Anantjit Singh,BSP,0,Graduate,63,"Rs 50,00,000 ~ 50 Lacs+",Rs 0 ~,TARN TARAN,Punjab2017,7
2,Avtar Singh,BSP,0,5th Pass,61,Nil,Rs 0 ~,TARN TARAN,Punjab2017,0
3,Bagga Singh,IND,0,5th Pass,56,"Rs 2,25,500 ~ 2 Lacs+",Rs 0 ~,TARN TARAN,Punjab2017,0
4,Balbir Singh,Bahujan Samaj Party (Ambedkar),0,Illiterate,47,"Rs 2,48,600 ~ 2 Lacs+",Rs 0 ~,TARN TARAN,Punjab2017,1
5,Baldev Singh,CPI,0,Literate,42,"Rs 15,73,800 ~ 15 Lacs+","Rs 2,00,000 ~ 2 Lacs+",TARN TARAN,Punjab2017,2
6,Bhupinder Singh,AAP,0,12th Pass,50,"Rs 5,49,70,652 ~ 5 Crore+","Rs 32,50,000 ~ 32 Lacs+",TARN TARAN,Punjab2017,0
7,Bhupinder Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,12th Pass,48,"Rs 14,29,000 ~ 14 Lacs+",Rs 0 ~,TARN TARAN,Punjab2017,0
8,Bikramajit Singh,AAP,0,Graduate,48,"Rs 70,27,64,798 ~ 70 Crore+","Rs 3,25,73,878 ~ 3 Crore+",TARN TARAN,Punjab2017,7
9,Daljit Singh,Aapna Punjab Party,0,10th Pass,42,"Rs 7,70,000 ~ 7 Lacs+",Rs 0 ~,TARN TARAN,Punjab2017,0
10,Daljit Singh,Revolutionary Marxist Party of India,0,Graduate Professional,62,"Rs 36,92,265 ~ 36 Lacs+","Rs 25,000 ~ 25 Thou+",TARN TARAN,Punjab2017,0
11,Dharambir Agnihotri,INC,0,Graduate Professional,70,"Rs 3,37,07,753 ~ 3 Crore+","Rs 29,20,000 ~ 29 Lacs+",TARN TARAN,Punjab2017,0
12,Dyal Singh,BSP,0,8th Pass,62,"Rs 5,45,000 ~ 5 Lacs+",Rs 0 ~,TARN TARAN,Punjab2017,0
13,Gurjinder Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,12th Pass,42,"Rs 72,05,000 ~ 72 Lacs+",Rs 0 ~,TARN TARAN,Punjab2017,0
14,Gurwinder Singh,Aapna Punjab Party,1,Post Graduate,55,"Rs 1,45,30,000 ~ 1 Crore+",Rs 0 ~,TARN TARAN,Punjab2017,0
15,Harjinder Singh,IND,0,8th Pass,37,"Rs 8,84,609 ~ 8 Lacs+","Rs 1,39,609 ~ 1 Lacs+",TARN TARAN,Punjab2017,0
16,Harjinder Singh,IND,0,12th Pass,35,"Rs 23,10,000 ~ 23 Lacs+","Rs 20,000 ~ 20 Thou+",TARN TARAN,Punjab2017,0
17,Harmeet Singh,SAD,0,Graduate,47,"Rs 4,94,23,253 ~ 4 Crore+","Rs 28,84,600 ~ 28 Lacs+",TARN TARAN,Punjab2017,7
18,Harminder Singh Gill,INC,0,Post Graduate,53,"Rs 2,76,70,955 ~ 2 Crore+","Rs 19,48,409 ~ 19 Lacs+",TARN TARAN,Punjab2017,0
19,Jatinder Singh Pannu,Bahujan Samaj Party (Ambedkar),0,10th Pass,33,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,TARN TARAN,Punjab2017,0
20,Karam Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),2,10th Pass,57,"Rs 34,500 ~ 34 Thou+",Rs 0 ~,TARN TARAN,Punjab2017,0
21,Kartar Singh,IND,0,10th Pass,41,"Rs 67,19,000 ~ 67 Lacs+",Rs 0 ~,TARN TARAN,Punjab2017,0
22,Kartar Singh,AAP,0,Graduate,63,"Rs 3,00,22,519 ~ 3 Crore+","Rs 9,62,478 ~ 9 Lacs+",TARN TARAN,Punjab2017,7
23,Ramanjeet Singh Sahota Sikki,INC,0,Graduate,48,"Rs 18,89,29,122 ~ 18 Crore+","Rs 1,12,31,355 ~ 1 Crore+",TARN TARAN,Punjab2017,7
24,Ranjit Singh Cheema,AAP,0,12th Pass,34,"Rs 23,16,023 ~ 23 Lacs+","Rs 9,60,000 ~ 9 Lacs+",TARN TARAN,Punjab2017,0
25,Ravinder Singh Brahampura,SAD,0,Graduate,52,"Rs 12,11,11,005 ~ 12 Crore+","Rs 3,56,60,395 ~ 3 Crore+",TARN TARAN,Punjab2017,7
26,Sukhdev Singh,CPI(M),0,10th Pass,38,"Rs 99,480 ~ 99 Thou+","Rs 84,651 ~ 84 Thou+",TARN TARAN,Punjab2017,0
27,Sukhpal Singh Bhullar,INC,1,Graduate,38,"Rs 17,65,93,887 ~ 17 Crore+","Rs 7,04,589 ~ 7 Lacs+",TARN TARAN,Punjab2017,7
28,Sukhwant Singh Virdi Chuslewar,IND,0,10th Pass,55,"Rs 9,70,000 ~ 9 Lacs+","Rs 10,000 ~ 10 Thou+",TARN TARAN,Punjab2017,0
29,Virsa Singh,SAD,0,Post Graduate,54,"Rs 4,04,01,377 ~ 4 Crore+","Rs 73,19,739 ~ 73 Lacs+",TARN TARAN,Punjab2017,0
